project_id,contractor,electricity_iou,gas_iou,weather_normalized_yearly_kwh_savings,weather_normalized_yearly_therm_savings,predicted_yearly_kwh_savings,predicted_yearly_therm_savings
5RYZEQ,Contractor 35,Utility 10,Utility 10,1630.563482,0.0,1753.01,17051.29
V1VWA4,Contractor 13,Utility 4,Utility 4,0.0,-155.7163727,377.98,241.5006
0MRYS3,Contractor 33,Utility 4,Utility 4,-760.1879562,-164.14327580000003,318.94,1233.2939999999999
PG3YHD,Contractor 24,Utility 10,Utility 10,-296.91689049999997,4.049451728,508.08,4461.606
SEHDPS1526388554,Contractor 6,Utility 3,Utility 9,0.0,121.04014860000001,1868.0,170.0
8GCWYB,Contractor 12,Utility 4,Utility 4,0.0,131.3354123,813.03,985.932
2NUAQ0,Contractor 12,Utility 4,Utility 4,255.6827585,75.88656401,174.49,238.5697
T9CSA9,Contractor 22,Utility 10,Utility 10,0.0,114.3080946,44.39,5774.033
JDZ21O,Contractor 8,Utility 10,Utility 10,1338.286508,-28.34415989,256.12,4503.517
GSE3QE,Contractor 19,Utility 4,Utility 4,0.0,184.6392791,546.96,4828.545999999999
SEHDPS1526388722,Contractor 47,Utility 3,Utility 9,0.0,2099.4059039999997,313.0,162.0
OYORKG,Contractor 116,Utility 10,Utility 10,142.20635969999998,668.8660161,144.89,3027.843
TI0R7X,Contractor 44,Utility 4,Utility 4,3719.947024,-116.54013359999999,,10637.16
5DVZ10,Contractor 94,Utility 4,Utility 4,0.0,185.5546382,284.73,934.3494
SEHDPS1526388550,Contractor 6,Utility 3,Utility 9,3239.9278879999997,0.0,203.0,92.0
SEHDPS1526388551,Contractor 15,Utility 3,Utility 9,-408.1378766,260.4626335,205.0,199.0
V74929,Contractor 40,Utility 4,Utility 4,369.868206,188.3279201,304.26,391.5592
RXJ5JM,Contractor 17,Utility 4,Utility 4,0.0,0.0,175.77,2843.2
8MZZ8V,Contractor 13,Utility 4,Utility 4,0.0,-41.11816928,754.64,670.5745
SEHDPS1526388415,Contractor 2,Utility 3,Utility 9,7226.5584420000005,-65.82407117,1764.0,253.0
EXP4O2,Contractor 1,Utility 4,Utility 4,-513.057263,0.0,542.76,7226.26
33WL2B,Contractor 9,Utility 4,Utility 4,0.0,-214.7757255,163.67,7571.805
5BWEFK,Contractor 5,Utility 4,Utility 4,-1211.0195640000002,0.0,69.06,2108.734
1B4512,Contractor 18,Utility 4,Utility 4,557.0344402000001,135.93782919999998,368.68,422.3329
0CB15R,Contractor 41,Utility 4,Utility 4,7237.724139,0.0,213.8,2361.665
SEHDPS1526388412,Contractor 2,Utility 3,Utility 9,219.11798309999998,0.0,2501.0,260.0
53POBF,Contractor 18,Utility 4,Utility 4,703.7028138,39.36369479,236.16,531.653
82GVRK,Contractor 92,Utility 15,Utility 15,488.2448242,39.91910799,62.72,1838.511
ODNF34,Contractor 60,Utility 4,Utility 4,551.1772505,260.6203085,296.18,3215.7090000000003
B6RXNY,Contractor 70,Utility 4,Utility 4,274.7925578,0.0,,6617.819
MLAA23,Contractor 64,Utility 4,Utility 4,10939.33424,200.279154,130.72,1980.95
V582KF,Contractor 27,Utility 10,Utility 10,1295.5268800000001,-147.5682564,,
5Z439K,Contractor 44,Utility 4,Utility 4,-522.2864257,109.05286640000001,,4523.74
R63CX1,Contractor 18,Utility 4,Utility 4,1526.0077,98.57213862,422.43,486.2251
59JD9F,Contractor 5,Utility 4,Utility 4,622.9300929999999,162.49356530000003,259.65,3068.875
C944M1,Contractor 44,Utility 4,Utility 4,-210.7934422,0.0,413.53,10226.55
BKZRUW,Contractor 12,Utility 4,Utility 4,559.8398762,211.767524,444.3,685.2286
0JNE30,Contractor 11,Utility 4,Utility 4,0.0,162.19649230000002,551.99,965.7093
NKP4ZU,Contractor 32,Utility 4,Utility 4,-396.39894480000004,-25.26199255,284.73,3301.29
VHMCZD,Contractor 8,Utility 10,Utility 10,0.0,0.0,64.75,2846.4240000000004
7IPIUK,Contractor 9,Utility 4,Utility 4,203.180271,-67.53462942,321.89,302.1688
46J7L4,Contractor 24,Utility 15,Utility 10,0.0,0.0,688.08,6852.286
P1JZJE,Contractor 24,Utility 10,Utility 10,-1892.906068,0.0,428.65,6014.068
ILLIS4,Contractor 86,Utility 4,Utility 4,-113.2181463,381.01052289999996,610.59,923.7983
UOQ4AL,Contractor 1,Utility 4,Utility 4,6120.948496,-143.55248630000003,564.08,66.82298
R38S0Z,Contractor 117,Utility 4,Utility 4,-531.8314949,9.815831345,447.1,637.163
S7RLVD,Contractor 44,Utility 4,Utility 4,-207.8748054,36.93396355,283.46,5559.789000000001
D13QM9,Contractor 9,Utility 4,Utility 4,-765.1643805,38.04872314,,
SEHDPS1526388396,Contractor 2,Utility 3,Utility 9,320.8022514,153.3170395,1722.0,198.0
98BV10,Contractor 4,Utility 10,Utility 10,0.0,-9.044707843,267.81,1715.7089999999998
IDWHF6,Contractor 9,Utility 4,Utility 4,2002.613655,189.3502992,234.43,4546.894
TRMG27,Contractor 20,Utility 4,Utility 4,0.0,167.0910505,99.63,1619.871
6J1BPQ,Contractor 3,Utility 4,Utility 4,0.0,221.46642909999997,374.71,473.0363
K5DC1Z,Contractor 44,Utility 4,Utility 4,186.2305869,551.8917953,244.96,2211.899
OIN4R3,Contractor 19,Utility 4,Utility 4,4613.62018,76.53047215,,
QVLB14,Contractor 8,Utility 10,Utility 10,-143.7858628,57.07202082,611.7,7519.343000000001
K77DZN,Contractor 5,Utility 4,Utility 4,-2839.910354,0.0,,5668.816
ZMA023,Contractor 13,Utility 4,Utility 4,2853.221997,26.00556423,357.41,2824.736
SEHDPS1526435400,Contractor 2,Utility 3,Utility 9,1520.974242,0.0,1362.0,215.0
HSL1UQ,Contractor 17,Utility 15,Utility 15,0.0,18.51813992,365.71,7083.529
4254781750,Contractor 30,Utility 7,Utility 7,4962.5626090000005,64.09173169,412.0,160.0
0K7NRC,Contractor 13,Utility 4,Utility 4,-655.4454456,26.69591284,271.45,41.03165
W09596,Contractor 67,Utility 4,Utility 4,276.55543839999996,164.990507,297.6,274.3259
OM0NPB,Contractor 17,Utility 15,Utility 15,0.0,0.0,221.31,1969.226
4EZ868,Contractor 72,Utility 4,Utility 4,11163.61725,83.34695361,,
O68GXA,Contractor 29,Utility 4,Utility 4,0.0,259.78840840000004,428.02,937.8663
SGHDPS1526106330,Contractor 10,Utility 14,Utility 9,-19540.81917,0.0,945.0,449.0
SEHDPS1526388658,Contractor 51,Utility 3,Utility 9,697.046427,145.6542091,8068.0,358.0
SEHDPS1526388654,Contractor 6,Utility 3,Utility 9,4055.4415619999995,0.0,3111.0,118.0
SEHDPS1526388650,Contractor 2,Utility 3,Utility 9,0.0,150.1941571,341.0,162.0
SEHDPS1526388653,Contractor 82,Utility 3,Utility 9,0.0,0.0,,
I0JZ8R,Contractor 12,Utility 4,Utility 4,675.7494485000001,288.9510106,380.72,542.2040000000001
KXXAVN,Contractor 24,Utility 10,Utility 10,3324.625885,-442.91101480000003,672.91,5558.616999999999
SPDU1I,Contractor 5,Utility 10,Utility 10,0.0,-195.9061024,121.72,2297.186
K68XGO,Contractor 112,Utility 10,Utility 10,609.1424691000001,331.27581430000004,887.62,11480.07
N1FIGN,Contractor 17,Utility 15,Utility 15,-1025.7390300000002,-197.29706130000002,901.18,16581.77
L10K9E,Contractor 4,Utility 10,Utility 10,0.0,313.1156833,166.49,3499.1209999999996
O2RQUU,Contractor 8,Utility 10,Utility 10,386.5805523,0.0,391.91,6740.035
Q7PJX2,Contractor 22,Utility 4,Utility 4,1547.202133,0.0,348.55,-1166.178
G00C9T,Contractor 24,Utility 10,Utility 10,1640.176575,0.0,403.7,5621.335999999999
SEHDPS1526388126,Contractor 118,Utility 3,Utility 9,-149.03464340000002,0.0,,
7VL4SS,Contractor 119,Utility 4,Utility 4,153.4827849,87.51327848,129.16,1087.046
SEHDPS1526388930,Contractor 2,Utility 3,Utility 9,0.0,170.3264881,2126.0,281.0
HF2OX9,Contractor 105,Utility 4,Utility 4,0.0,145.53655669999998,467.71,434.3494
39OHER,Contractor 70,Utility 4,Utility 4,0.0,0.0,198.58,1344.3729999999998
XLFYHZ,Contractor 24,Utility 10,Utility 10,0.0,272.1024065,471.65,3970.105
SZ62EL,Contractor 8,Utility 10,Utility 10,0.0,-156.72702969999997,612.21,5421.454000000001
SEHDPS1526388599,Contractor 51,Utility 3,Utility 9,0.0,168.2148249,957.0,48.0
PDET0T,Contractor 13,Utility 4,Utility 4,0.0,282.9479172,354.81,558.3235
QUA2O7,Contractor 8,Utility 10,Utility 10,0.0,-11.021508599999999,42.46,5647.714
SEHDPS1526388891,Contractor 15,Utility 3,Utility 9,-499.40061799999995,0.0,1317.0,200.0
Y2Y65Y,Contractor 8,Utility 10,Utility 10,-1045.786464,-15.39449762,212.72,-495.6038
4D81JX,Contractor 13,Utility 4,Utility 4,1401.55761,0.0,378.79,-940.7972
SEHDPS1526388789,Contractor 100,Utility 3,Utility 9,-5977.093712,418.19989960000004,6756.0,340.0
SEHDPS1526388788,Contractor 2,Utility 3,Utility 9,0.0,-114.52564950000001,1763.0,264.0
SEHDPS1526388787,Contractor 14,Utility 3,Utility 9,0.0,211.9908268,1479.0,228.0
SEHDPS1526388786,Contractor 14,Utility 3,Utility 9,0.0,160.8052561,1084.0,36.0
S8ANKU,Contractor 37,Utility 10,Utility 10,905.8517467,0.0,640.52,5526.084
SEHDPS1526388616,Contractor 14,Utility 3,Utility 9,-3727.113923,221.68988990000003,1364.0,345.0
SEHDPS1526388251,Contractor 21,Utility 3,Utility 9,0.0,8.669217905,1401.0,94.0
SEHDPS1526388619,Contractor 2,Utility 3,Utility 9,123.513205,0.0,4320.0,410.0
SEHDPS1526388253,Contractor 47,Utility 3,Utility 9,0.0,442.69817209999997,2392.0,57.0
FBDDJ3,Contractor 9,Utility 4,Utility 4,0.0,0.0,380.75,1135.991
SEHDPS1526388255,Contractor 15,Utility 3,Utility 9,1210.0989220000001,0.0,2625.0,161.0
SEHDPS1526388895,Contractor 2,Utility 3,Utility 9,2606.5251719999997,0.0,2403.0,271.0
SEHDPS1526388257,Contractor 2,Utility 3,Utility 9,424.597196,0.0,3444.0,200.0
SEHDPS1526388256,Contractor 2,Utility 3,Utility 9,-22.46551772,0.0,3181.0,276.0
SEHDPS1526388258,Contractor 2,Utility 3,Utility 9,0.0,301.1490467,2630.0,245.0
A20WUH,Contractor 13,Utility 4,Utility 4,1656.669762,0.0,331.51,17.29191
WCBND9,Contractor 3,Utility 4,Utility 4,-346.5258913,0.0,333.12,2953.107
CUYHY1,Contractor 29,Utility 4,Utility 4,892.4489681,0.0,128.21,381.0082
DYA1MS,Contractor 9,Utility 4,Utility 4,-2682.172251,0.0,162.16,3170.281
YD4SJV,Contractor 13,Utility 4,Utility 4,238.8325545,74.70105996,220.54,1464.83
JZP9B0,Contractor 3,Utility 4,Utility 4,-1606.779366,0.0,672.47,5346.424
7F7PSB,Contractor 8,Utility 10,Utility 10,-553.2064132,0.0,364.49,4981.2429999999995
JL7X2K,Contractor 69,Utility 4,Utility 4,-97.52191819,0.0,184.26,466.8816
A9B04W,Contractor 9,Utility 4,Utility 4,1555.038478,0.0,305.27,279.6014
9BAJER,Contractor 12,Utility 4,Utility 4,1965.381643,0.0,284.46,472.7433
SEHDPS1526388434,Contractor 82,Utility 3,Utility 9,301.94090760000006,51.76032545,534.0,102.0
SEHDPS1526388437,Contractor 82,Utility 3,Utility 9,6505.036718,72.59686365,4189.0,185.0
LFWKI6,Contractor 17,Utility 15,Utility 15,47.38577575,90.68566109999999,321.62,4028.429
SEHDPS1526388431,Contractor 2,Utility 3,Utility 9,-1949.379411,89.63250914,2251.0,88.0
SEHDPS1526388433,Contractor 47,Utility 3,Utility 12,-2344.939687,54.29256209,7077.0,173.0
SEHDPS1526388432,Contractor 90,Utility 3,Utility 9,1327.656608,49.87440122,4583.0,93.0
G2E1FQ,Contractor 9,Utility 4,Utility 4,0.0,8.69061587,408.75,235.93200000000002
B6ACI2,Contractor 11,Utility 4,Utility 4,649.2278477000001,105.6267952,1023.21,1335.8729999999998
F8AVEI,Contractor 9,Utility 4,Utility 4,1015.4192800000001,86.45529676,379.35,10432.59
NLJZPB,Contractor 24,Utility 10,Utility 10,-1343.5434369999998,128.000176,822.95,8995.018
TD2VW6,Contractor 18,Utility 4,Utility 4,59.72252829999999,0.0,1173.9,3147.421
POKXM9,Contractor 44,Utility 4,Utility 4,-788.0610391,0.0,175.78,4203.4
V1H5LB,Contractor 67,Utility 4,Utility 4,0.0,149.5322021,,
DATYPV,Contractor 22,Utility 4,Utility 4,-4347.176289,0.0,446.04,3914.42
SEHDPS1526388328,Contractor 21,Utility 3,Utility 9,101.3665623,0.0,5598.0,321.0
81MEY1,Contractor 17,Utility 4,Utility 4,1387.626027,0.0,185.19,1798.945
VA0NNA,Contractor 25,Utility 10,Utility 10,-290.1322875,251.9120903,238.37,3199.59
SGHDPS1526258331,Contractor 10,Utility 5,Utility 9,538.1984049,627.5877077,3119.0,127.0
SEHDPS1526388325,Contractor 7,Utility 3,Utility 9,801.7727884,19.65134012,175.0,137.0
G5U3WR,Contractor 9,Utility 4,Utility 4,0.0,338.4697117,306.33,22.56741
X1B1JT,Contractor 25,Utility 10,Utility 10,191.71969230000002,48.07794437,169.68,1427.608
E3DJEP,Contractor 8,Utility 10,Utility 10,1273.122824,52.14483484,221.85,4337.925
SEHDPS1526520180,Contractor 14,Utility 3,Utility 9,-634.1593052000001,188.41500219999998,814.0,47.0
97SJY6,Contractor 12,Utility 4,Utility 4,1427.520706,314.18540360000003,332.54,284.2907
SEHDPS1526388923,Contractor 14,Utility 3,Utility 9,-3424.2578399999998,0.0,4297.0,219.0
AFRZA5,Contractor 27,Utility 4,Utility 10,-932.205577,409.1939386,,
SGHDPS1525812520,Contractor 10,Utility 5,Utility 9,0.0,77.50078175,2708.0,156.0
SEHDPS1526388926,Contractor 47,Utility 3,Utility 9,0.0,387.2769663,4254.0,160.0
SEHDPS1526388924,Contractor 14,Utility 3,Utility 9,912.1559177999999,0.0,1575.0,168.0
SEHDPS1526388928,Contractor 2,Utility 3,Utility 9,788.1443559999999,264.2461855,2553.0,274.0
UUVJY8,Contractor 44,Utility 4,Utility 4,0.0,54.51861106,212.39,4797.187
FRAQ7P,Contractor 19,Utility 4,Utility 4,0.0,18.27633356,1230.86,1567.7020000000002
ENVO39,Contractor 24,Utility 10,Utility 10,-500.2743302,0.0,666.88,5557.151
5C6GA7,Contractor 34,Utility 4,Utility 4,303.4671712,161.0386115,143.07,223.9156
SEHDPS1526388937,Contractor 2,Utility 3,Utility 9,3208.324437,0.0,1326.0,211.0
WP9NKG,Contractor 12,Utility 4,Utility 4,0.0,0.0,344.35,2470.692
Y5I8YI,Contractor 17,Utility 4,Utility 4,0.0,202.83639309999998,350.74,5752.638000000001
7RWKBB,Contractor 9,Utility 4,Utility 4,867.6842597000001,0.0,164.01,3787.515
RZQV38,Contractor 17,Utility 4,Utility 4,107.2117791,0.0,257.98,3458.0890000000004
L1WKRL,Contractor 17,Utility 4,Utility 4,-2770.795139,0.0,175.53,4005.275
6HNZKQ,Contractor 43,Utility 4,Utility 4,-4318.903785,54.01089047,299.08,442.5557
ELFZOK,Contractor 11,Utility 4,Utility 4,-3183.386063,-257.23243130000003,351.31,337.0457
1JL4AU,Contractor 45,Utility 4,Utility 4,0.0,115.5623172,212.31,894.7831
ZG9P2A,Contractor 40,Utility 4,Utility 4,-85.63903654,3.3457315530000002,699.64,1220.985
2OFUT9,Contractor 101,Utility 10,Utility 10,-662.2908726,0.0,681.59,4694.9
BJRGKW,Contractor 32,Utility 4,Utility 4,0.0,0.0,412.93,432.0047
I81ZXO,Contractor 57,Utility 10,Utility 10,796.5543564,-112.0215673,377.84,4225.380999999999
FHEPKI,Contractor 8,Utility 10,Utility 10,2530.1838940000002,141.1969676,774.93,7688.453
SEHDPS1526388380,Contractor 68,Utility 3,Utility 9,3079.312984,211.1015431,287.0,182.0
K9T58O,Contractor 40,Utility 4,Utility 4,1612.434346,-52.03595508,251.06,116.9402
RWC7Y2,Contractor 22,Utility 4,Utility 4,54.98503685,-11.45623191,260.0,3216.295
QN40OZ,Contractor 5,Utility 4,Utility 4,161.0422833,269.2860311,,3290.739
SEHDPS1526388759,Contractor 21,Utility 3,Utility 9,1308.629459,124.36310049999999,8413.0,355.0
5CY7KY,Contractor 5,Utility 4,Utility 4,450.9266682,48.03849912,103.93,5159.438
SNCT01,Contractor 34,Utility 4,Utility 4,0.0,168.1234831,513.24,825.6155
4SU7PR,Contractor 11,Utility 4,Utility 4,-642.292141,42.23950796,120.75,203.3998
4RXGZG,Contractor 24,Utility 10,Utility 10,0.0,158.7115228,2125.28,11952.52
YZPMG9,Contractor 24,Utility 10,Utility 10,0.0,219.09096409999998,511.36,4498.242
D37MPB,Contractor 34,Utility 4,Utility 4,203.8231131,0.0,,
36WUUK,Contractor 5,Utility 4,Utility 4,912.0629617000001,130.3135255,,
QW5DD9,Contractor 35,Utility 10,Utility 10,-3513.380117,66.320923,461.27,4791.032
IXBY4Z,Contractor 17,Utility 15,Utility 15,1891.124509,-17.15731127,374.27,5636.576999999999
YW2WI8,Contractor 17,Utility 4,Utility 4,2644.4976149999998,0.0,55.05,2680.8320000000003
WGF9XQ,Contractor 31,Utility 4,Utility 4,1077.698889,-82.37862997,79.15,1990.621
5BCBWP,Contractor 63,Utility 4,Utility 4,119.5650153,362.45735,423.82,591.442
IWUE3A,Contractor 24,Utility 10,Utility 10,2426.389646,104.85195959999999,1052.34,7425.85
SEHDPS1526388751,Contractor 2,Utility 3,Utility 9,0.0,308.0984336,1790.0,285.0
DWBY9B,Contractor 24,Utility 10,Utility 10,0.0,159.93946499999998,488.71,2618.699
Y9DGH7,Contractor 5,Utility 10,Utility 10,597.5420209,71.59582105,208.89,4879.25
CVY4QL,Contractor 17,Utility 4,Utility 4,-3931.05815,0.0,129.24,1725.088
PC1EJS,Contractor 73,Utility 10,Utility 10,0.0,259.7495396,383.79,2961.313
6F9YUP,Contractor 8,Utility 10,Utility 10,0.0,152.2595996,64.55,2823.857
KFKGQQ,Contractor 22,Utility 10,Utility 10,3314.1904600000003,38.26817264,239.5,3556.565
SEHDPS1526388204,Contractor 46,Utility 3,Utility 9,2138.630759,105.28099329999999,1493.0,197.0
KCSA11,Contractor 3,Utility 4,Utility 4,-6.561565118,-4.983897523,204.44,5583.236
6OKPQX,Contractor 94,Utility 4,Utility 4,0.0,41.18958368,296.19,1328.839
LZ5KN3,Contractor 44,Utility 10,Utility 10,-1365.201935,0.0,146.14,2252.345
5SMC6T,Contractor 69,Utility 4,Utility 4,0.0,50.67755221,325.47,-6.1547480000000006
YXF3M8,Contractor 24,Utility 10,Utility 10,0.0,67.55564001,490.51,5546.6
NTWGIQ,Contractor 17,Utility 4,Utility 4,-6899.397328,38.31330294,436.02,6859.026999999999
EAJ9NK,Contractor 96,Utility 4,Utility 4,0.0,293.4245994,818.64,1803.9270000000001
XKIKTH,Contractor 22,Utility 10,Utility 10,0.0,99.91525703,173.85,3143.025
S7GQYN,Contractor 44,Utility 4,Utility 4,0.0,90.61772624,,4356.976
A6OVK7,Contractor 65,Utility 10,Utility 10,2910.4595649999997,0.0,154.24,2483.88
Q6TPCY,Contractor 44,Utility 4,Utility 4,10706.472670000001,210.59953080000003,,
TF34UP,Contractor 18,Utility 4,Utility 4,1624.428574,103.35501140000001,176.18,199.0035
WT9KNR,Contractor 44,Utility 4,Utility 4,0.0,76.73719255,170.11,4548.065
9VC007,Contractor 8,Utility 10,Utility 10,-3462.738511,-366.6498104,277.32,3069.461
DNLOHC,Contractor 13,Utility 4,Utility 4,0.0,5.253079533999999,659.6,825.3224
V0H1TL,Contractor 44,Utility 10,Utility 10,1416.001448,-65.33477374,291.08,3528.722
KRZ038,Contractor 9,Utility 4,Utility 4,-1996.938623,612.1984298,137.33,772.2744
SGHDPS1526228000,Contractor 10,Utility 5,Utility 9,0.0,42.28247646,270.0,98.0
XXB4H0,Contractor 3,Utility 4,Utility 4,2496.36276,0.0,124.31,44.84174
852LAA,Contractor 92,Utility 4,Utility 4,0.0,506.1035188999999,343.64,3566.53
3986925707,Contractor 30,Utility 7,Utility 7,0.0,141.3802212,261.0,0.12
KLXHMU,Contractor 8,Utility 10,Utility 10,2807.873623,76.55997032,102.65,2796.3070000000002
D8JKLD,Contractor 12,Utility 4,Utility 4,0.0,-27.67097239,324.25,353.4584
9APZ9U,Contractor 17,Utility 10,Utility 10,0.0,207.97112109999998,86.69,1796.307
SGHDPS1526043470,Contractor 10,Utility 4,Utility 9,-2927.087237,83.5596661,9288.0,800.0
J2CMHV,Contractor 57,Utility 10,Utility 10,0.0,0.0,368.04,5684.349
IBRC5V,Contractor 94,Utility 4,Utility 4,-763.4930475,64.61993855,197.64,2289.2729999999997
AJR5IW,Contractor 43,Utility 4,Utility 4,0.0,113.79598999999999,285.05,460.7268
4BECAM,Contractor 94,Utility 4,Utility 4,203.7857017,33.6659399,216.35,485.3458
SGHDPS1525985748,Contractor 10,Utility 5,Utility 9,-1115.93525,162.1047945,-58.0,153.0
UNRTXO,Contractor 8,Utility 10,Utility 10,0.0,0.0,696.63,7788.394
ZBYQ40,Contractor 18,Utility 4,Utility 4,0.0,65.86813599999999,259.47,179.3669
005IAI,Contractor 18,Utility 4,Utility 4,-232.28733140000003,94.87793285,156.11,230.9496
TJF41D,Contractor 8,Utility 10,Utility 10,0.0,90.21317659,353.35,3025.498
1070752574,Contractor 30,Utility 7,Utility 7,0.0,417.5898607,189.0,67.0
W4PRZX,Contractor 17,Utility 4,Utility 4,0.0,243.9844661,305.72,4843.787
0GMUUT,Contractor 25,Utility 4,Utility 4,-274.7618925,54.79389202,453.42,7475.088000000001
E9D05Z,Contractor 34,Utility 4,Utility 4,4202.961286,-175.13074440000003,297.28,458.6753
KTCKZY,Contractor 17,Utility 15,Utility 15,352.5416281,86.85735603,459.9,6699.883000000001
JRYI2N,Contractor 18,Utility 4,Utility 4,0.0,-140.31171659999998,355.67,5956.9169999999995
9TTJX4,Contractor 24,Utility 10,Utility 10,0.0,0.0,235.34,3806.8579999999997
9122599829,Contractor 93,Utility 7,Utility 7,449.2618528,-41.92184849,2587.0,51.0
Q1XA37,Contractor 87,Utility 4,Utility 4,-256.3425666,107.1510135,192.17,47.47948
DAWQ6B,Contractor 40,Utility 4,Utility 4,0.0,264.8701054,277.48,473.9156
4FANPO,Contractor 18,Utility 4,Utility 4,0.0,0.0,180.95,182.5909
SEHDPS1526388182,Contractor 82,Utility 3,Utility 9,-41.80844473,82.50436412,117.0,103.0
K4T3GP,Contractor 12,Utility 4,Utility 4,2414.012605,15.40300172,368.17,568.2884
0UK4QB,Contractor 24,Utility 10,Utility 10,0.0,234.3307191,483.69,5096.424
DXYV19,Contractor 9,Utility 4,Utility 4,0.0,-151.169948,304.82,711.8992
4IHCPT,Contractor 22,Utility 4,Utility 4,13489.460980000002,722.0963515,181.86,2514.947
W1FG46,Contractor 17,Utility 4,Utility 4,0.0,-181.8210904,257.31,3043.962
1WM744,Contractor 13,Utility 4,Utility 4,0.0,0.0,286.17,-1804.22
73E5NG,Contractor 24,Utility 10,Utility 10,0.0,-83.21083014,371.76,4378.077
VC6QVP,Contractor 18,Utility 4,Utility 4,1602.9986099999999,-19.27290249,224.23,640.3868
LBQMYK,Contractor 18,Utility 4,Utility 4,70.57870987,48.32276774,156.5,2937.28
LMPT5L,Contractor 12,Utility 4,Utility 4,166.7447299,0.0,188.28,301.2896
40ZF7V,Contractor 12,Utility 4,Utility 4,218.8418327,169.3498771,229.22,280.1876
GKQ1ED,Contractor 35,Utility 10,Utility 10,0.0,214.3631096,450.72,4817.702
72HPQD,Contractor 9,Utility 4,Utility 4,484.8867686000001,387.1389964,227.64,268.7573
GOANNS,Contractor 19,Utility 4,Utility 4,4437.679709,121.04964059999999,201.99,4051.29
E8AIVH,Contractor 41,Utility 4,Utility 4,10339.16037,45.68146883,544.99,2154.455
SWPQ4W,Contractor 25,Utility 4,Utility 4,-505.76070530000004,162.9890033,480.45,4218.347
CGNPKW,Contractor 11,Utility 4,Utility 4,0.0,240.58505019999998,477.23,54.80656
3NLMJ3,Contractor 24,Utility 10,Utility 10,0.0,-53.96186756,177.93,1375.146
SEHDPS1526388225,Contractor 21,Utility 3,Utility 9,0.0,102.6336955,12245.0,564.0
SEHDPS1526388226,Contractor 46,Utility 3,Utility 9,2508.5947309999997,134.0367875,2850.0,197.0
SEHDPS1526388227,Contractor 15,Utility 3,Utility 9,476.08148560000006,107.73685060000001,1033.0,305.0
SEHDPS1526388220,Contractor 15,Utility 3,Utility 9,0.0,114.41125149999999,3084.0,245.0
SEHDPS1526388222,Contractor 77,Utility 3,Utility 9,-707.0793409,185.721786,401.0,243.0
SEHDPS1526388223,Contractor 14,Utility 3,Utility 9,0.0,0.0,437.0,289.0
717LHR,Contractor 18,Utility 4,Utility 4,0.0,0.0,161.32,233.5873
X8K6KB,Contractor 18,Utility 10,Utility 10,226.33284249999997,176.3467999,386.34,4430.833
WAGBBG,Contractor 40,Utility 4,Utility 4,2224.545202,1485.751357,345.15,519.3435
QS14SW,Contractor 13,Utility 4,Utility 4,0.0,60.37866593,264.05,36.049240000000005
4RPER4,Contractor 67,Utility 4,Utility 4,-4168.892831,0.0,107.53,708.0891
WKZ58N,Contractor 18,Utility 4,Utility 4,1670.0720720000002,0.0,154.73,152.1102
3B0NOP,Contractor 67,Utility 4,Utility 4,-488.5844773,0.0,373.02,1104.924
6DWP9X,Contractor 106,Utility 4,Utility 4,-965.2377426,0.0,137.16,1354.338
3Z32CT,Contractor 11,Utility 4,Utility 4,-71.54862826,0.0,209.98,292.7902
TW2F96,Contractor 12,Utility 15,Utility 15,-1569.727455,0.0,,6971.571
3UNPHZ,Contractor 8,Utility 10,Utility 10,104.4451038,261.3890467,201.43,4260.5509999999995
SEHDPS1526388686,Contractor 2,Utility 3,Utility 9,0.0,-90.44781274,1925.0,212.0
SEHDPS1526388687,Contractor 14,Utility 3,Utility 9,424.2197711,34.26407837,1251.0,102.0
QLPI8R,Contractor 9,Utility 4,Utility 4,-1032.0691800000002,-140.70580139999998,336.38,306.5651
SEHDPS1526388685,Contractor 2,Utility 3,Utility 9,-129.810011,172.2937459,1817.0,208.0
SEHDPS1526388682,Contractor 15,Utility 3,Utility 9,2482.268994,299.5285937,127.0,112.0
SEHDPS1526388683,Contractor 2,Utility 3,Utility 9,-487.83651799999996,188.8840712,1526.0,208.0
2292388902,Contractor 30,Utility 7,Utility 7,-1273.6247449999998,36.01292815,36.0,136.0
U04OXK,Contractor 18,Utility 4,Utility 4,0.0,47.09726132,113.57,48.65182
SEHDPS1526388131,Contractor 15,Utility 3,Utility 9,0.0,10.30084469,,
SEHDPS1526388132,Contractor 14,Utility 3,Utility 9,0.0,197.9563249,,
SEHDPS1526388134,Contractor 14,Utility 3,Utility 9,-2000.3629999999998,0.0,,
SEHDPS1526388136,Contractor 21,Utility 3,Utility 9,1113.3333910000001,0.0,6053.0,448.0
SEHDPS1526388689,Contractor 14,Utility 3,Utility 9,-356.6838645,222.62557740000003,2934.0,71.0
0RMP4F,Contractor 60,Utility 10,Utility 10,2316.826608,0.0,101.84,1656.506
QQ4K70,Contractor 24,Utility 10,Utility 10,754.5424613,0.0,1423.89,10194.31
F2SSKB,Contractor 25,Utility 15,Utility 10,-257.6840889,0.0,198.64,614.5955
9PR0Q7,Contractor 65,Utility 10,Utility 10,0.0,0.0,184.33,2814.478
6JGMPC,Contractor 18,Utility 4,Utility 4,573.8721507,101.3057249,446.96,5980.07
FU8L0B,Contractor 27,Utility 4,Utility 4,171.88353999999998,0.0,,
